Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
356	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	OLB ACCORINVEST GERMANY GM		Lagardere		01700	4,45			0,00	
456	01401	Abziehbare Vorsteuer 7 %	21.10.19	425	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.10.20T15.17.40 Folgenr.000V		Lagardere		01740	5,19			0,00	
531	01401	Abziehbare Vorsteuer 7 %	21.10.19	94	<Storno> ACCORINVEST GERMANY GMBH//MUENCHEN/ 2019-10-17T19:55:26 KFN 1 VJ 2012 K	STHREE	Lagardere		01700	-3,67			0,00	
532	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	<Storno> OLB ACCORINVEST GERMANY GM		Lagardere		01700	-4,45			0,00	
533	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	3,67			0,00	
539	01401	Abziehbare Vorsteuer 7 %	21.10.19	109	<Storno> ACCORINVEST GERMANY GMBH//MUENCHEN/ DE 2019-10-20T15:17:40 Folgenr.000 	STHREE	Lagardere		01740	-5,19			0,00	
609	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	<Storno> OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	-3,67			0,00	
610	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	3,67			0,00	
611	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	3,67			0,00	
612	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	<Storno> OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	-3,67			0,00	
977	01401	Abziehbare Vorsteuer 7 %	21.10.19	655	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-17T19:55:26 KFN 1 VJ 2012 K				01700	4,45			0,00	
1.026	01401	Abziehbare Vorsteuer 7 %	21.10.19	655	<Storno> OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-17T19:55:26 KFN 1 VJ 201				01700	-4,45			0,00	
1.027	01401	Abziehbare Vorsteuer 7 %	21.10.19	325	<Storno> OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	-3,67			0,00	
1.028	01401	Abziehbare Vorsteuer 7 %	21.10.19	686	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	3,67			0,00	
106	01401	Abziehbare Vorsteuer 7 %	22.10.19	98	HOTEL RESIDENCE GIR 69254887//BREME 2019-10-21T22:29:23 KFN 1 VJ 2012 Kartenzahl		Lagardere		01700	4,58			0,00	
108	01401	Abziehbare Vorsteuer 7 %	22.10.19	100	INTERCITY HOTEL BREMEN GIR 69275856 2019-10-21T22:50:50 KFN 1 VJ 2012 Kartenzahl	STHREE	Lagardere		01700	5,95			0,00	
357	01401	Abziehbare Vorsteuer 7 %	22.10.19	326	OLB HOTEL RESIDENCE GIR 69		Lagardere		01700	4,58			0,00	
358	01401	Abziehbare Vorsteuer 7 %	22.10.19	327	OLB INTERCITY HOTEL BREMEN		Lagardere		01700	6,80			0,00	
359	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	OLB INTERCITY HOTEL BREMEN		Lagardere		01700	6,80			0,00	
543	01401	Abziehbare Vorsteuer 7 %	22.10.19	98	<Storno> HOTEL RESIDENCE GIR 69254887//BREME 2019-10-21T22:29:23 KFN 1 VJ 2012 K		Lagardere		01700	-4,58			0,00	
545	01401	Abziehbare Vorsteuer 7 %	22.10.19	100	<Storno> INTERCITY HOTEL BREMEN GIR 69275856 2019-10-21T22:50:50 KFN 1 VJ 2012 K	STHREE	Lagardere		01700	-5,95			0,00	
546	01401	Abziehbare Vorsteuer 7 %	22.10.19	327	<Storno> OLB INTERCITY HOTEL BREMEN		Lagardere		01700	-6,80			0,00	
547	01401	Abziehbare Vorsteuer 7 %	22.10.19	327	OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	5,95			0,00	
549	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	<Storno> OLB INTERCITY HOTEL BREMEN		Lagardere		01700	-6,80			0,00	
550	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	5,56			0,00	
571	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	<Storno> OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	-5,56			0,00	
572	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	5,95			0,00	
576	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	<Storno> OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	-5,95			0,00	
577	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	5,95			0,00	
578	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	5,95			0,00	
579	01401	Abziehbare Vorsteuer 7 %	22.10.19	327	OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	5,95			0,00	
580	01401	Abziehbare Vorsteuer 7 %	22.10.19	328	<Storno> OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	-5,95			0,00	
581	01401	Abziehbare Vorsteuer 7 %	22.10.19	327	<Storno> OLB INTERCITY HOTEL BREMEN	STHREE	Lagardere		01700	-5,95			0,00	
974	01401	Abziehbare Vorsteuer 7 %	22.10.19	652	OLB INTERCITY HOTEL BREMENGIR 692758562019-10-21T22:52:12 KFN 1 VJ 2012 Ka				01700	6,80			0,00	
975	01401	Abziehbare Vorsteuer 7 %	22.10.19	653	OLB INTERCITY HOTEL BREMENGIR 692758562019-10-21T22:50:50 KFN 1 VJ 2012 Ka				01700	6,80			0,00	
976	01401	Abziehbare Vorsteuer 7 %	22.10.19	654	OLB HOTEL RESIDENCE GIR 69254887//BREME2019-10-21T22:29:23 KFN 1 VJ 2012 K				01700	4,58			0,00	
109	01401	Abziehbare Vorsteuer 7 %	23.10.19	101	INTERCITY HOTEL BREMEN GIR 69275856 2019-10-21T22:52:12 KFN 1 VJ 2012 Kartenzahl	STHREE	Lagardere		01700	5,95			0,00	
548	01401	Abziehbare Vorsteuer 7 %	23.10.19	101	<Storno> INTERCITY HOTEL BREMEN GIR 69275856 2019-10-21T22:52:12 KFN 1 VJ 2012 K	STHREE	Lagardere		01700	-5,95			0,00	
113	01401	Abziehbare Vorsteuer 7 %	24.10.19	105	Hotel Denbu//Hamburg/DE 2019-10-23T20:22:51 KFN 1 VJ 2012 Kartenzahlung	STHREE	Lagardere		01700	7,13			0,00	
360	01401	Abziehbare Vorsteuer 7 %	24.10.19	329	OLB BREPARK MITTE		Lagardere		01700	1,83			0,00	
362	01401	Abziehbare Vorsteuer 7 %	24.10.19	331	OLB Hotel		Lagardere		01700	7,13			0,00	
555	01401	Abziehbare Vorsteuer 7 %	24.10.19	329	<Storno> OLB BREPARK MITTE		Lagardere		01700	-1,83			0,00	
558	01401	Abziehbare Vorsteuer 7 %	24.10.19	105	<Storno> Hotel Denbu//Hamburg/DE 2019-10-23T20:22:51 KFN 1 VJ 2012 Kartenzahlung	STHREE	Lagardere		01700	-7,13			0,00	
614	01401	Abziehbare Vorsteuer 7 %	24.10.19	329	OLB BREPARK MITTE	M-R 7408	Lagardere		01700	1,83			0,00	
615	01401	Abziehbare Vorsteuer 7 %	24.10.19	329	OLB BREPARK MITTE	M-R 7408	Lagardere		01700	1,83			0,00	
616	01401	Abziehbare Vorsteuer 7 %	24.10.19	329	<Storno> OLB BREPARK MITTE	M-R 7408	Lagardere		01700	-1,83			0,00	
895	01401	Abziehbare Vorsteuer 7 %	24.10.19	602	OLB BREPARK MITTE KA11//Bremen/DE 2019-10-23T18:38:51 KFN 1 VJ 2012 Karten	M-R 7408	Lagardere		01700	1,83			0,00	
973	01401	Abziehbare Vorsteuer 7 %	24.10.19	651	OLB Hotel Denbu//Hamburg/DE 2019-10-23T20:22:51 KFN 1 VJ 2012 Kartenzahlun				01700	7,13			0,00	
1.468	01401	Abziehbare Vorsteuer 7 %	24.10.19	329	<Storno> OLB BREPARK MITTE	M-R 7408	Lagardere		01700	-1,83			0,00	
146	01401	Abziehbare Vorsteuer 7 %	28.10.19	133	HVV-Einzelkarte Nahbereich		Lagardere		01600	0,15			0,00	
154	01401	Abziehbare Vorsteuer 7 %	28.10.19	133	<Storno> HVV-Einzelkarte Nahbereich		Lagardere		01600	-0,15			0,00	
128	01401	Abziehbare Vorsteuer 7 %	29.10.19	117	ACCORINVEST GERMANY GMBH//MUENCHEN/ 2019-10-28T19:52:41 KFN 1 VJ 2012 Kartenzahl	STHREE	Lagardere		01700	5,78			0,00	
367	01401	Abziehbare Vorsteuer 7 %	29.10.19	336	OLB ACCORINVEST GERMANY GM		Lagardere		01700	5,78			0,00	
566	01401	Abziehbare Vorsteuer 7 %	29.10.19	117	<Storno> ACCORINVEST GERMANY GMBH//MUENCHEN/ 2019-10-28T19:52:41 KFN 1 VJ 2012 K	STHREE	Lagardere		01700	-5,78			0,00	
972	01401	Abziehbare Vorsteuer 7 %	29.10.19	650	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-28T19:52:41 KFN 1 VJ 2012 K				01700	5,78			0,00	
1.457	01401	Abziehbare Vorsteuer 7 %	29.10.19	336	<Storno> OLB ACCORINVEST GERMANY GM		Lagardere		01700	-5,78			0,00	
130	01401	Abziehbare Vorsteuer 7 %	30.10.19	119	ACCORINVEST GERMANY GMBH//MUENCHEN/ 2019-10-29T07:22:39 KFN 1 VJ 2012 Kartenzahl	STHREE	Lagardere		01700	6,08			0,00	
368	01401	Abziehbare Vorsteuer 7 %	30.10.19	337	OLB ACCORINVEST GERMANY GM		Lagardere		01700	0,58			0,00	
369	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	OLB ACCORINVEST GERMANY GM		Lagardere		01700	7,52			0,00	
568	01401	Abziehbare Vorsteuer 7 %	30.10.19	119	<Storno> ACCORINVEST GERMANY GMBH//MUENCHEN/ 2019-10-29T07:22:39 KFN 1 VJ 2012 K	STHREE	Lagardere		01700	-6,08			0,00	
569	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	<Storno> OLB ACCORINVEST GERMANY GM		Lagardere		01700	-7,52			0,00	
570	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	6,08			0,00	
617	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	<Storno> OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	-6,08			0,00	
618	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	6,08			0,00	
619	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	6,08			0,00	
620	01401	Abziehbare Vorsteuer 7 %	30.10.19	338	<Storno> OLB ACCORINVEST GERMANY GM	STHREE	Lagardere		01700	-6,08			0,00	
641	01401	Abziehbare Vorsteuer 7 %	30.10.19	337	<Storno> OLB ACCORINVEST GERMANY GM		Lagardere		01700	-0,58			0,00	
970	01401	Abziehbare Vorsteuer 7 %	30.10.19	648	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-29T07:22:39 KFN 1 VJ 2012 K				01700	7,52			0,00	
971	01401	Abziehbare Vorsteuer 7 %	30.10.19	649	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-28T21:02:35 KFN 1 VJ 2012 K				01700	0,58			0,00	
1.460	01401	Abziehbare Vorsteuer 7 %	30.10.19	649	<Storno> OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-28T21:02:35 KFN 1 VJ 201				01700	-0,58			0,00	
1.462	01401	Abziehbare Vorsteuer 7 %	30.10.19	648	<Storno> OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-10-29T07:22:39 KFN 1 VJ 201				01700	-7,52			0,00	
370	01401	Abziehbare Vorsteuer 7 %	31.10.19	339	OLB FlixBus - RatePAY		Lagardere		01700	2,48			0,00	
457	01401	Abziehbare Vorsteuer 7 %	31.10.19	426	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.10.29T23.49.12 Folgenr.000V		Lagardere		01740	0,39			0,00	
645	01401	Abziehbare Vorsteuer 7 %	31.10.19	339	<Storno> OLB FlixBus - RatePAY		Lagardere		01700	-2,48			0,00	
647	01401	Abziehbare Vorsteuer 7 %	31.10.19	339	OLB FlixBus - RatePAY		Lagardere		01700	2,48			0,00	
648	01401	Abziehbare Vorsteuer 7 %	31.10.19	339	<Storno> OLB FlixBus - RatePAY		Lagardere		01700	-2,48			0,00	
650	01401	Abziehbare Vorsteuer 7 %	31.10.19	426	<Storno> OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.10.29T23.49.12 Folgenr.0		Lagardere		01740	-0,39			0,00	
897	01401	Abziehbare Vorsteuer 7 %	31.10.19	604	OLB FlixBus - RatePAY Vielen Dank fuer ihre Bestellung GD1090175S7		Lagardere		01700	2,48			0,00	
458	01401	Abziehbare Vorsteuer 7 %	12.11.19	427	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.11.11T19.21.39 Folgenr.000V		Lagardere		01740	5,78			0,00	
379	01401	Abziehbare Vorsteuer 7 %	13.11.19	348	OLB ACCORINVEST GERMANY GM		Lagardere		01700	7,26			0,00	
966	01401	Abziehbare Vorsteuer 7 %	13.11.19	644	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-11-12T07:07:34 KFN 1 VJ 2012 K				01700	7,26			0,00	
380	01401	Abziehbare Vorsteuer 7 %	14.11.19	349	OLB ACCORINVEST GERMANY GM		Lagardere		01700	1,44			0,00	
674	01401	Abziehbare Vorsteuer 7 %	14.11.19	349	<Storno> OLB ACCORINVEST GERMANY GM		Lagardere		01700	-1,44			0,00	
676	01401	Abziehbare Vorsteuer 7 %	14.11.19	349	OLB ACCORINVEST GERMANY GM4	M-R 7408	Lagardere		01700	1,44			0,00	
677	01401	Abziehbare Vorsteuer 7 %	14.11.19	349	<Storno> OLB ACCORINVEST GERMANY GM4	M-R 7408	Lagardere		01700	-1,44			0,00	
965	01401	Abziehbare Vorsteuer 7 %	14.11.19	643	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/2019-11-13T07:39:14 KFN 1 VJ 2012 K				01700	1,44			0,00	
391	01401	Abziehbare Vorsteuer 7 %	18.11.19	360	OLB RIEM ARCADEN//MUENCHEN/DE 2019-11-16T18:12:07 KFN 1 VJ 2012 Kartenzahl	M-R 7408			01700	0,65			0,00	
394	01401	Abziehbare Vorsteuer 7 %	18.11.19	363	OLB 100011950181	DB			01700	4,06			0,00	
690	01401	Abziehbare Vorsteuer 7 %	18.11.19	360	<Storno> OLB RIEM ARCADEN//MUENCHEN/DE 2019-11-16T18:12:07 KFN 1 VJ 2012 Kartenz	M-R 7408			01700	-0,65			0,00	
692	01401	Abziehbare Vorsteuer 7 %	18.11.19	360	OLB RIEM ARCADEN//MUENCHEN/DE 2019-11-16T18:12:07 KFN 1 VJ 2012 Kartenzahl	M-R 7408	Lagardere		01700	0,65			0,00	
693	01401	Abziehbare Vorsteuer 7 %	18.11.19	360	<Storno> OLB RIEM ARCADEN//MUENCHEN/DE 2019-11-16T18:12:07 KFN 1 VJ 2012 Kartenz	M-R 7408	Lagardere		01700	-0,65			0,00	
694	01401	Abziehbare Vorsteuer 7 %	18.11.19	363	<Storno> OLB 100011950181	DB			01700	-4,06			0,00	
698	01401	Abziehbare Vorsteuer 7 %	18.11.19	363	OLB 100011950181	DB			01700	4,06			0,00	
699	01401	Abziehbare Vorsteuer 7 %	18.11.19	363	<Storno> OLB 100011950181	DB			01700	-4,06			0,00	
462	01401	Abziehbare Vorsteuer 7 %	26.11.19	431	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.11.25T10.17.10 Folgenr.000V		Lagardere		01740	6,87			0,00	
715	01401	Abziehbare Vorsteuer 7 %	26.11.19	431	<Storno> OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.11.25T10.17.10 Folgenr.0		Lagardere		01740	-6,87			0,00	
716	01401	Abziehbare Vorsteuer 7 %	26.11.19	431	OLB ACCORINVEST GERMANY GMBH//MUENCHEN/DE 2019.11.25T10.17.10 Folgenr.000V		Lagardere		01740	6,15			0,00	
