Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
1.290	01710	Bank Kreditkarte Coba	17.10.18	1154	"Kartenzahlung Ricks//Aarhus C/DK/2 2018-10-15T19:26:00 KFN 1 Original 344,00DKK				02105		47,73		0,00	
1.982	01710	Bank Kreditkarte Coba	17.10.18	1154	<Storno> "Kartenzahlung Ricks//Aarhus C/DK/2 2018-10-15T19:26:00 KFN 1 Original 				02105		-47,73		0,00	
1.984	01710	Bank Kreditkarte Coba	17.10.18	804	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,56		0,00	
1.986	01710	Bank Kreditkarte Coba	17.10.18	698	<Storno> AS STOREBAELT KORSOER 008				02101		-32,25		0,00	
782	01710	Bank Kreditkarte Coba	18.10.18	700	AS STOREBAELT KORSOER 008				02101		32,26		0,00	
855	01710	Bank Kreditkarte Coba	18.10.18	771	1.75% AUSLANDSEINSATZENTGELT				02105		0,56		0,00	
1.978	01710	Bank Kreditkarte Coba	18.10.18	771	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,56		0,00	
1.980	01710	Bank Kreditkarte Coba	18.10.18	700	<Storno> AS STOREBAELT KORSOER 008				02101		-32,26		0,00	
559	01710	Bank Kreditkarte Coba	22.10.18	514	P605-Hotel, Frankfurt Airport Fraport AG	M-RO 2974	Grintec		06673		22,00		0,00	
1.311	01710	Bank Kreditkarte Coba	22.10.18	1175	The Big Easy Mainz 000				02102		14,00		0,00	
1.974	01710	Bank Kreditkarte Coba	22.10.18	1175	<Storno> The Big Easy Mainz 000				02102		-14,00		0,00	
1.976	01710	Bank Kreditkarte Coba	22.10.18	514	<Storno> P605-Hotel, Frankfurt Airport Fraport AG	M-RO 2974	Grintec		06673		-22,00		0,00	
575	01710	Bank Kreditkarte Coba	25.10.18	530	THE RILANO HAMBURG HAMBURG 000				02105		335,80		0,00	
1.679	01710	Bank Kreditkarte Coba	25.10.18	530	<Storno> THE RILANO HAMBURG HAMBURG 000				02105		-335,80		0,00	
1.155	01710	Bank Kreditkarte Coba	26.10.18	1022	AGODA.COM Internet 006				02105		241,11		0,00	
1.972	01710	Bank Kreditkarte Coba	26.10.18	1022	<Storno> AGODA.COM Internet 006				02105		-241,11		0,00	
576	01710	Bank Kreditkarte Coba	29.10.18	531	LEONARDO HH ELBBRUECKE HAMBURG 000				02105		129,00		0,00	
577	01710	Bank Kreditkarte Coba	29.10.18	532	DE010262 - NH HAMBURG ALTHAMBURG 000				02105		226,46		0,00	
719	01710	Bank Kreditkarte Coba	29.10.18	655	EASYPARK 2276681338 000				02105		3,24		0,00	
1.675	01710	Bank Kreditkarte Coba	29.10.18	532	<Storno> DE010262 - NH HAMBURG ALTHAMBURG 000				02105		-226,46		0,00	
1.677	01710	Bank Kreditkarte Coba	29.10.18	531	<Storno> LEONARDO HH ELBBRUECKE HAMBURG 000				02105		-129,00		0,00	
1.970	01710	Bank Kreditkarte Coba	29.10.18	655	<Storno> EASYPARK 2276681338 000				02105		-3,24		0,00	
902	01710	Bank Kreditkarte Coba	01.11.18	815	1.75% AUSLANDSEINSATZENTGELT				02105		0,04		0,00	
1.279	01710	Bank Kreditkarte Coba	01.11.18	1143	MEDAVESTA KFT. Budapest 064				02105		2,19		0,00	
1.966	01710	Bank Kreditkarte Coba	01.11.18	1143	<Storno> MEDAVESTA KFT. Budapest 064				02105		-2,19		0,00	
1.968	01710	Bank Kreditkarte Coba	01.11.18	815	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,04		0,00	
489	01710	Bank Kreditkarte Coba	02.11.18	449	H&M 	H HU0318 BUDAPEST 064				02114		76,98		0,00	
796	01710	Bank Kreditkarte Coba	02.11.18	714	1.75% AUSLANDSEINSATZENTGELT				02105		1,35		0,00	
866	01710	Bank Kreditkarte Coba	02.11.18	782	1.75% AUSLANDSEINSATZENTGELT				02105		0,02		0,00	
882	01710	Bank Kreditkarte Coba	02.11.18	797	1.75% AUSLANDSEINSATZENTGELT				02105		0,02		0,00	
1.230	01710	Bank Kreditkarte Coba	02.11.18	1094	Ungarn				02105		1,04		0,00	
1.325	01710	Bank Kreditkarte Coba	02.11.18	1189	 				06855		1,04		0,00	
1.954	01710	Bank Kreditkarte Coba	02.11.18	1189	<Storno>  				06855		-1,04		0,00	
1.956	01710	Bank Kreditkarte Coba	02.11.18	1094	<Storno> Ungarn				02105		-1,04		0,00	
1.958	01710	Bank Kreditkarte Coba	02.11.18	797	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,02		0,00	
1.960	01710	Bank Kreditkarte Coba	02.11.18	782	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,02		0,00	
1.962	01710	Bank Kreditkarte Coba	02.11.18	714	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-1,35		0,00	
1.964	01710	Bank Kreditkarte Coba	02.11.18	449	<Storno> H&M 	H HU0318 BUDAPEST 064				02114		-76,98		0,00	
780	01710	Bank Kreditkarte Coba	05.11.18	694	PETROL 1302 0YAMBOL 068				02105		2,39		0,00	
816	01710	Bank Kreditkarte Coba	05.11.18	734	1.75% AUSLANDSEINSATZENTGELT				02105		0,04		0,00	
829	01710	Bank Kreditkarte Coba	05.11.18	746	1.75% AUSLANDSEINSATZENTGELT				02105		0,18		0,00	
830	01710	Bank Kreditkarte Coba	05.11.18	747	1.75% AUSLANDSEINSATZENTGELT				02105		1,86		0,00	
852	01710	Bank Kreditkarte Coba	05.11.18	768	1.75% AUSLANDSEINSATZENTGELT				02105		0,05		0,00	
1.167	01710	Bank Kreditkarte Coba	05.11.18	1033	LASTSCHRIFTEINZUG				01700	1.035,12			0,00	
1.231	01710	Bank Kreditkarte Coba	05.11.18	1095	BOGA INSAAT MUTEAH. ISTANBUL 052				02105		10,44		0,00	
1.444	01710	Bank Kreditkarte Coba	05.11.18	1290	AFB TURIZM VE GIDA ISLETMISTANBUL 052				02105		2,73		0,00	
1.938	01710	Bank Kreditkarte Coba	05.11.18	1290	<Storno> AFB TURIZM VE GIDA ISLETMISTANBUL 052				02105		-2,73		0,00	
1.940	01710	Bank Kreditkarte Coba	05.11.18	1095	<Storno> BOGA INSAAT MUTEAH. ISTANBUL 052				02105		-10,44		0,00	
1.942	01710	Bank Kreditkarte Coba	05.11.18	1033	<Storno> LASTSCHRIFTEINZUG				01700	-1.035,12			0,00	
1.944	01710	Bank Kreditkarte Coba	05.11.18	768	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,05		0,00	
1.946	01710	Bank Kreditkarte Coba	05.11.18	747	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-1,86		0,00	
1.948	01710	Bank Kreditkarte Coba	05.11.18	746	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,18		0,00	
1.950	01710	Bank Kreditkarte Coba	05.11.18	734	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,04		0,00	
1.952	01710	Bank Kreditkarte Coba	05.11.18	694	<Storno> PETROL 1302 0YAMBOL 068				02105		-2,39		0,00	
1.273	01710	Bank Kreditkarte Coba	07.11.18	1137	Kartenzahlung CAFEMERT TURIZM VE INS//ISTANBUL/TR 2018-11-05T16:50:01 KFN 1 VJ 2				02105		11,29		0,00	
1.936	01710	Bank Kreditkarte Coba	07.11.18	1137	<Storno> Kartenzahlung CAFEMERT TURIZM VE INS//ISTANBUL/TR 2018-11-05T16:50:01 K				02105		-11,29		0,00	
705	01710	Bank Kreditkarte Coba	09.11.18	643	DUNAV MOST VIDIN CALAFAT LANTIMOVO 068				02105		6,17		0,00	
875	01710	Bank Kreditkarte Coba	09.11.18	791	1.75% AUSLANDSEINSATZENTGELT				02105		0,11		0,00	
1.288	01710	Bank Kreditkarte Coba	09.11.18	1152	Kartenzahlung TAVERNA DROBETA 2007 S//DR.TR.SEVER 2018-11-07T13:24:17 KFN 1 VJ 2				02105		13,63		0,00	
1.930	01710	Bank Kreditkarte Coba	09.11.18	1152	<Storno> Kartenzahlung TAVERNA DROBETA 2007 S//DR.TR.SEVER 2018-11-07T13:24:17 K				02105		-13,63		0,00	
1.932	01710	Bank Kreditkarte Coba	09.11.18	791	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,11		0,00	
1.934	01710	Bank Kreditkarte Coba	09.11.18	643	<Storno> DUNAV MOST VIDIN CALAFAT LANTIMOVO 068				02105		-6,17		0,00	
434	01710	Bank Kreditkarte Coba	12.11.18	399	Auto Riedel Glomb KG Schwarzenber000	M-RO 2974			06570		16,90		0,00	
1.928	01710	Bank Kreditkarte Coba	12.11.18	399	<Storno> Auto Riedel Glomb KG Schwarzenber000	M-RO 2974			06570		-16,90		0,00	
1.159	01710	Bank Kreditkarte Coba	23.11.18	1025	Hotel The K Munich Unterfoehrin000				02105		223,00		0,00	
1.211	01710	Bank Kreditkarte Coba	23.11.18	1075	OPODO LONDON 006				02105		713,19		0,00	
1.924	01710	Bank Kreditkarte Coba	23.11.18	1075	<Storno> OPODO LONDON 006				02105		-713,19		0,00	
1.926	01710	Bank Kreditkarte Coba	23.11.18	1025	<Storno> Hotel The K Munich Unterfoehrin000				02105		-223,00		0,00	
509	01710	Bank Kreditkarte Coba	26.11.18	467	ALLGUTH GMBH 2046 UNTERFOEHRIN000	M-R 7408	Telefonica		06530		61,18		0,00	
859	01710	Bank Kreditkarte Coba	26.11.18	775	1.75% AUSLANDSEINSATZENTGELT				02105		0,22		0,00	
877	01710	Bank Kreditkarte Coba	26.11.18	793	1.75% AUSLANDSEINSATZENTGELT				02105		0,89		0,00	
952	01710	Bank Kreditkarte Coba	26.11.18	863	SHANGHAI XIN GONG LIAN JISHANGHAI 720				01600	51,06			0,00	
1.173	01710	Bank Kreditkarte Coba	26.11.18	1039	ZAHLUNG ERHALTEN - DANKE				01700	3.000,00			0,00	
1.209	01710	Bank Kreditkarte Coba	26.11.18	1073	OPODO LONDON 006				02105		636,58		0,00	
1.912	01710	Bank Kreditkarte Coba	26.11.18	1073	<Storno> OPODO LONDON 006				02105		-636,58		0,00	
1.914	01710	Bank Kreditkarte Coba	26.11.18	1039	<Storno> ZAHLUNG ERHALTEN - DANKE				01700	-3.000,00			0,00	
1.916	01710	Bank Kreditkarte Coba	26.11.18	863	<Storno> SHANGHAI XIN GONG LIAN JISHANGHAI 720				01600	-51,06			0,00	
1.918	01710	Bank Kreditkarte Coba	26.11.18	793	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,89		0,00	
1.920	01710	Bank Kreditkarte Coba	26.11.18	775	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,22		0,00	
1.922	01710	Bank Kreditkarte Coba	26.11.18	467	<Storno> ALLGUTH GMBH 2046 UNTERFOEHRIN000	M-R 7408	Telefonica		06530		-61,18		0,00	
799	01710	Bank Kreditkarte Coba	27.11.18	717	1.75% AUSLANDSEINSATZENTGELT				02105		0,12		0,00	
896	01710	Bank Kreditkarte Coba	27.11.18	811	1.75% AUSLANDSEINSATZENTGELT				02105		0,04		0,00	
897	01710	Bank Kreditkarte Coba	27.11.18	812	1.75% AUSLANDSEINSATZENTGELT				02105		0,15		0,00	
1.204	01710	Bank Kreditkarte Coba	27.11.18	1068	ORLEANS  AUCKLAND 804				02105		8,54		0,00	
1.275	01710	Bank Kreditkarte Coba	27.11.18	1139	SMART SUSHI BRITOMART AUCKLAND CBD804				02105		7,02		0,00	
1.903	01710	Bank Kreditkarte Coba	27.11.18	1139	<Storno> SMART SUSHI BRITOMART AUCKLAND CBD804				02105		-7,02		0,00	
1.905	01710	Bank Kreditkarte Coba	27.11.18	1068	<Storno> ORLEANS  AUCKLAND 804				02105		-8,54		0,00	
1.906	01710	Bank Kreditkarte Coba	27.11.18	812	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,15		0,00	
1.908	01710	Bank Kreditkarte Coba	27.11.18	811	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,04		0,00	
1.910	01710	Bank Kreditkarte Coba	27.11.18	717	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,12		0,00	
2.593	01710	Bank Kreditkarte Coba	27.11.18	1162	SMART SUSHI BRITOMART AUCKLAND CBD804				02105		2,14		0,00	
2.598	01710	Bank Kreditkarte Coba	27.11.18	1162	<Storno> SMART SUSHI BRITOMART AUCKLAND CBD804				02105		-2,14		0,00	
798	01710	Bank Kreditkarte Coba	28.11.18	716	BOTSWANA BUTCHERY AKL AUCKLAND 804				02105		0,27		0,00	
812	01710	Bank Kreditkarte Coba	28.11.18	730	1.75% AUSLANDSEINSATZENTGELT				02105		0,64		0,00	
815	01710	Bank Kreditkarte Coba	28.11.18	733	1.75% AUSLANDSEINSATZENTGELT				02105		0,17		0,00	
842	01710	Bank Kreditkarte Coba	28.11.18	759	1.75% AUSLANDSEINSATZENTGELT				02105		0,15		0,00	
858	01710	Bank Kreditkarte Coba	28.11.18	774	1.75% AUSLANDSEINSATZENTGELT				02105		0,16		0,00	
870	01710	Bank Kreditkarte Coba	28.11.18	786	1.75% AUSLANDSEINSATZENTGELT				02105		0,04		0,00	
872	01710	Bank Kreditkarte Coba	28.11.18	788	1.75% AUSLANDSEINSATZENTGELT				02105		0,07		0,00	
1.044	01710	Bank Kreditkarte Coba	28.11.18	918	CITY CONVENIENCE STORE AUCKLAND 804				02105		9,49		0,00	
1.210	01710	Bank Kreditkarte Coba	28.11.18	1074	EMIRATES LEISURE RETAI MASCOT 800				02105		3,90		0,00	
1.235	01710	Bank Kreditkarte Coba	28.11.18	1099	EL LIMON CAFE AUCKLAND 804				02105		36,43		0,00	
1.255	01710	Bank Kreditkarte Coba	28.11.18	1119	MEXICALIFRESH PRINCES AUCKLAND NZ 804				02105		2,14		0,00	
1.283	01710	Bank Kreditkarte Coba	28.11.18	1147	RI YI CAN YIN SHANGHAI 720				02105		8,96		0,00	
1.879	01710	Bank Kreditkarte Coba	28.11.18	1147	<Storno> RI YI CAN YIN SHANGHAI 720				02105		-8,96		0,00	
1.881	01710	Bank Kreditkarte Coba	28.11.18	1119	<Storno> MEXICALIFRESH PRINCES AUCKLAND NZ 804				02105		-2,14		0,00	
1.883	01710	Bank Kreditkarte Coba	28.11.18	1099	<Storno> EL LIMON CAFE AUCKLAND 804				02105		-36,43		0,00	
1.885	01710	Bank Kreditkarte Coba	28.11.18	1074	<Storno> EMIRATES LEISURE RETAI MASCOT 800				02105		-3,90		0,00	
1.887	01710	Bank Kreditkarte Coba	28.11.18	918	<Storno> CITY CONVENIENCE STORE AUCKLAND 804				02105		-9,49		0,00	
1.889	01710	Bank Kreditkarte Coba	28.11.18	788	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,07		0,00	
1.891	01710	Bank Kreditkarte Coba	28.11.18	786	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,04		0,00	
1.893	01710	Bank Kreditkarte Coba	28.11.18	774	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,16		0,00	
1.895	01710	Bank Kreditkarte Coba	28.11.18	759	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,15		0,00	
1.897	01710	Bank Kreditkarte Coba	28.11.18	733	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,17		0,00	
1.899	01710	Bank Kreditkarte Coba	28.11.18	730	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,64		0,00	
1.901	01710	Bank Kreditkarte Coba	28.11.18	716	<Storno> BOTSWANA BUTCHERY AKL AUCKLAND 804				02105		-0,27		0,00	
817	01710	Bank Kreditkarte Coba	29.11.18	735	1.75% AUSLANDSEINSATZENTGELT				02105		0,04		0,00	
818	01710	Bank Kreditkarte Coba	29.11.18	736	1.75% AUSLANDSEINSATZENTGELT				02105		15,90		0,00	
819	01710	Bank Kreditkarte Coba	29.11.18	736	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-15,90		0,00	
820	01710	Bank Kreditkarte Coba	29.11.18	737	1.75% AUSLANDSEINSATZENTGELT				02105		15,90		0,00	
823	01710	Bank Kreditkarte Coba	29.11.18	740	1.75% AUSLANDSEINSATZENTGELT				02105		0,32		0,00	
867	01710	Bank Kreditkarte Coba	29.11.18	783	1.75% AUSLANDSEINSATZENTGELT				02105		1,66		0,00	
888	01710	Bank Kreditkarte Coba	29.11.18	803	1.75% AUSLANDSEINSATZENTGELT				02105		0,15		0,00	
1.144	01710	Bank Kreditkarte Coba	29.11.18	1012	HOTELS.COM153745112958 DE.HOTELS.CO011				02105		78,20		0,00	
1.146	01710	Bank Kreditkarte Coba	29.11.18	1014	HOTELS.COM153745112958 DE.HOTELS.CO011				02105		213,55		0,00	
1.236	01710	Bank Kreditkarte Coba	29.11.18	1100	EL LIMON CAFE AUCKLAND 804				02105		8,60		0,00	
1.271	01710	Bank Kreditkarte Coba	29.11.18	1135	MEXICALIFRESH PRINCES AUCKLAND NZ 804				02105		2,15		0,00	
1.304	01710	Bank Kreditkarte Coba	29.11.18	1169	THE LUNCHROOM AUCKLAND 804				02105		18,13		0,00	
1.314	01710	Bank Kreditkarte Coba	29.11.18	1178	BIVOUAC QEENS STREET AUCKLAND 804				02105		94,62		0,00	
1.857	01710	Bank Kreditkarte Coba	29.11.18	1178	<Storno> BIVOUAC QEENS STREET AUCKLAND 804				02105		-94,62		0,00	
1.859	01710	Bank Kreditkarte Coba	29.11.18	1169	<Storno> THE LUNCHROOM AUCKLAND 804				02105		-18,13		0,00	
1.861	01710	Bank Kreditkarte Coba	29.11.18	1135	<Storno> MEXICALIFRESH PRINCES AUCKLAND NZ 804				02105		-2,15		0,00	
1.863	01710	Bank Kreditkarte Coba	29.11.18	1100	<Storno> EL LIMON CAFE AUCKLAND 804				02105		-8,60		0,00	
1.865	01710	Bank Kreditkarte Coba	29.11.18	1014	<Storno> HOTELS.COM153745112958 DE.HOTELS.CO011				02105		-213,55		0,00	
1.867	01710	Bank Kreditkarte Coba	29.11.18	1012	<Storno> HOTELS.COM153745112958 DE.HOTELS.CO011				02105		-78,20		0,00	
1.869	01710	Bank Kreditkarte Coba	29.11.18	803	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,15		0,00	
1.871	01710	Bank Kreditkarte Coba	29.11.18	783	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-1,66		0,00	
1.873	01710	Bank Kreditkarte Coba	29.11.18	740	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,32		0,00	
1.875	01710	Bank Kreditkarte Coba	29.11.18	737	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-15,90		0,00	
1.877	01710	Bank Kreditkarte Coba	29.11.18	735	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,04		0,00	
831	01710	Bank Kreditkarte Coba	30.11.18	748	1.75% AUSLANDSEINSATZENTGELT				02105		0,17		0,00	
840	01710	Bank Kreditkarte Coba	30.11.18	757	1.75% AUSLANDSEINSATZENTGELT				02105		0,10		0,00	
856	01710	Bank Kreditkarte Coba	30.11.18	772	1.75% AUSLANDSEINSATZENTGELT				02105		4,39		0,00	
860	01710	Bank Kreditkarte Coba	30.11.18	776	1.75% AUSLANDSEINSATZENTGELT				02105		0,16		0,00	
1.258	01710	Bank Kreditkarte Coba	30.11.18	1122	ORTOLANA AUCKLAND CEN804				02105		9,84		0,00	
1.307	01710	Bank Kreditkarte Coba	30.11.18	1171	SMART SUSHI BRITOMART AUCKLAND CBD804				02105		9,23		0,00	
1.355	01710	Bank Kreditkarte Coba	30.11.18	1205	SMART SUSHI BRITOMART AUCKLAND CBD804				02105		5,85		0,00	
1.843	01710	Bank Kreditkarte Coba	30.11.18	1205	<Storno> SMART SUSHI BRITOMART AUCKLAND CBD804				02105		-5,85		0,00	
1.845	01710	Bank Kreditkarte Coba	30.11.18	1171	<Storno> SMART SUSHI BRITOMART AUCKLAND CBD804				02105		-9,23		0,00	
1.847	01710	Bank Kreditkarte Coba	30.11.18	1122	<Storno> ORTOLANA AUCKLAND CEN804				02105		-9,84		0,00	
1.849	01710	Bank Kreditkarte Coba	30.11.18	776	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,16		0,00	
1.851	01710	Bank Kreditkarte Coba	30.11.18	772	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-4,39		0,00	
1.853	01710	Bank Kreditkarte Coba	30.11.18	757	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,10		0,00	
1.855	01710	Bank Kreditkarte Coba	30.11.18	748	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,17		0,00	
843	01710	Bank Kreditkarte Coba	03.12.18	760	1.75% AUSLANDSEINSATZENTGELT				02105		4,40		0,00	
850	01710	Bank Kreditkarte Coba	03.12.18	766	1.75% AUSLANDSEINSATZENTGELT				02105		0,10		0,00	
876	01710	Bank Kreditkarte Coba	03.12.18	792	1.75% AUSLANDSEINSATZENTGELT				02105		0,65		0,00	
883	01710	Bank Kreditkarte Coba	03.12.18	798	1.75% AUSLANDSEINSATZENTGELT				02105		0,05		0,00	
1.127	01710	Bank Kreditkarte Coba	03.12.18	998	QUEST ON HOBSON AUCKLAND 804				02105		251,25		0,00	
1.246	01710	Bank Kreditkarte Coba	03.12.18	1110	MOJO DURHAM AUCKLAND 804				02105		2,59		0,00	
1.270	01710	Bank Kreditkarte Coba	03.12.18	1134	BOTSWANA BUTCHERY AKL AUCKLAND 804				02105		36,92		0,00	
1.349	01710	Bank Kreditkarte Coba	03.12.18	1199	VELVET BURGER FORT ST AUCKLAND 804				02105		5,85		0,00	
1.639	01710	Bank Kreditkarte Coba	03.12.18	998	<Storno> QUEST ON HOBSON AUCKLAND 804				02105		-251,25		0,00	
1.746	01710	Bank Kreditkarte Coba	03.12.18	1110	<Storno> MOJO DURHAM AUCKLAND 804				02105		-2,59		0,00	
1.748	01710	Bank Kreditkarte Coba	03.12.18	798	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,05		0,00	
1.750	01710	Bank Kreditkarte Coba	03.12.18	1134	<Storno> BOTSWANA BUTCHERY AKL AUCKLAND 804				02105		-36,92		0,00	
1.752	01710	Bank Kreditkarte Coba	03.12.18	766	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,10		0,00	
1.754	01710	Bank Kreditkarte Coba	03.12.18	792	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,65		0,00	
1.756	01710	Bank Kreditkarte Coba	03.12.18	1199	<Storno> VELVET BURGER FORT ST AUCKLAND 804				02105		-5,85		0,00	
1.758	01710	Bank Kreditkarte Coba	03.12.18	760	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-4,40		0,00	
824	01710	Bank Kreditkarte Coba	04.12.18	741	1.75% AUSLANDSEINSATZENTGELT				02105		0,05		0,00	
834	01710	Bank Kreditkarte Coba	04.12.18	751	1.75% AUSLANDSEINSATZENTGELT		ESTA / Visa		06855		0,23		0,00	
863	01710	Bank Kreditkarte Coba	04.12.18	779	1.75% AUSLANDSEINSATZENTGELT				02105		0,05		0,00	
1.245	01710	Bank Kreditkarte Coba	04.12.18	1109	PRINCES WHARF CRAB SHACK AUCKLAND 804				02105		2,80		0,00	
1.356	01710	Bank Kreditkarte Coba	04.12.18	1206	PRINCES WHARF CRAB SHACK AUCKLAND 804				02105		2,80		0,00	
1.760	01710	Bank Kreditkarte Coba	04.12.18	779	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,05		0,00	
1.762	01710	Bank Kreditkarte Coba	04.12.18	1109	<Storno> PRINCES WHARF CRAB SHACK AUCKLAND 804				02105		-2,80		0,00	
1.764	01710	Bank Kreditkarte Coba	04.12.18	741	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,05		0,00	
1.766	01710	Bank Kreditkarte Coba	04.12.18	1206	<Storno> PRINCES WHARF CRAB SHACK AUCKLAND 804				02105		-2,80		0,00	
1.841	01710	Bank Kreditkarte Coba	04.12.18	751	<Storno> 1.75% AUSLANDSEINSATZENTGELT		ESTA / Visa		06855		-0,23		0,00	
807	01710	Bank Kreditkarte Coba	05.12.18	725	1.75% AUSLANDSEINSATZENTGELT				02105		0,29		0,00	
813	01710	Bank Kreditkarte Coba	05.12.18	731	1.75% AUSLANDSEINSATZENTGELT				02105		0,05		0,00	
862	01710	Bank Kreditkarte Coba	05.12.18	778	1.75% AUSLANDSEINSATZENTGELT				02105		0,05		0,00	
1.176	01710	Bank Kreditkarte Coba	05.12.18	1042	ZAHLUNG ERHALTEN - DANKE				01700	2.000,00			0,00	
1.206	01710	Bank Kreditkarte Coba	05.12.18	1070	EDREAMS 20144153 011				02105		724,98		0,00	
1.223	01710	Bank Kreditkarte Coba	05.12.18	1087	THE COFFEE CLUB METRO AUCKLAND 804				02105		2,62		0,00	
1.280	01710	Bank Kreditkarte Coba	05.12.18	1144	GIRAFFE EPSOM 804				02105		16,82		0,00	
1.353	01710	Bank Kreditkarte Coba	05.12.18	1203	THE COFFEE CLUB METRO AUCKLAND 804				02105		2,62		0,00	
1.705	01710	Bank Kreditkarte Coba	05.12.18	1042	<Storno> ZAHLUNG ERHALTEN - DANKE				01700	-2.000,00			0,00	
1.768	01710	Bank Kreditkarte Coba	05.12.18	1070	<Storno> EDREAMS 20144153 011				02105		-724,98		0,00	
1.770	01710	Bank Kreditkarte Coba	05.12.18	778	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,05		0,00	
1.772	01710	Bank Kreditkarte Coba	05.12.18	1087	<Storno> THE COFFEE CLUB METRO AUCKLAND 804				02105		-2,62		0,00	
1.774	01710	Bank Kreditkarte Coba	05.12.18	731	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,05		0,00	
1.835	01710	Bank Kreditkarte Coba	05.12.18	1203	<Storno> THE COFFEE CLUB METRO AUCKLAND 804				02105		-2,62		0,00	
1.837	01710	Bank Kreditkarte Coba	05.12.18	1144	<Storno> GIRAFFE EPSOM 804				02105		-16,82		0,00	
1.839	01710	Bank Kreditkarte Coba	05.12.18	725	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-0,29		0,00	
384	01710	Bank Kreditkarte Coba	06.12.18	352	QUEST AUCKLAND AUCKLAND 804				02105		908,84		0,00	
385	01710	Bank Kreditkarte Coba	06.12.18	353	QUEST AUCKLAND AUCKLAND 804				02105		15,64		0,00	
898	01710	Bank Kreditkarte Coba	06.12.18	813	1.75% AUSLANDSEINSATZENTGELT				02105		15,90		0,00	
1.641	01710	Bank Kreditkarte Coba	06.12.18	352	<Storno> QUEST AUCKLAND AUCKLAND 804				02105		-908,84		0,00	
1.643	01710	Bank Kreditkarte Coba	06.12.18	353	<Storno> QUEST AUCKLAND AUCKLAND 804				02105		-15,64		0,00	
1.833	01710	Bank Kreditkarte Coba	06.12.18	813	<Storno> 1.75% AUSLANDSEINSATZENTGELT				02105		-15,90		0,00	
802	01710	Bank Kreditkarte Coba	07.12.18	720	1.75% AUSLANDSEINSATZENTGELT				02105		0,50		0,00	
806	01710	Bank Kreditkarte Coba	07.12.18	724	1.75% AUSLANDSEINSATZENTGELT				02105		0,23		0,00	
1.296	01710	Bank Kreditkarte Coba	07.12.18	1160	PORTOFINO VIADUCT AUCKLAND 804				02105		28,74		0,00	
1.310	01710	Bank Kreditkarte Coba	07.12.18	1174	PRINCES WHARF CRAB SHACK AUCKLAND 804				02105		13,29		0,00	
